Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
100192,Medical,Freshman,3.69,4.1,Debugging/Troubleshooting,Beginner,3,FALSE,10.03,1,Allowed_With_Citation,5,3.976,61.17,Medium
100193,STEM,Senior,3.362,26.14,Summarizing_Reading,Beginner,3,FALSE,8.42,1,Allowed_With_Citation,6,3.495,54.57,Low
100194,Medical,Senior,3.603,6,Copywriting/Drafting,Beginner,5,FALSE,11.25,1,Allowed_With_Citation,7,3.967,100,Medium
100195,Medical,Freshman,2.855,1.81,Summarizing_Reading,Beginner,1,FALSE,11.44,3,Allowed_With_Disclosure,10,3.326,62.85,High
100196,Business,Junior,3.384,12.94,Summarizing_Reading,Beginner,1,FALSE,7.49,5,Strict_Ban,6,3.802,72.09,High
100197,Business,Freshman,3.401,3.91,Debugging/Troubleshooting,Intermediate,2,TRUE,6.36,4,Allowed_With_Citation,6,3.412,100,High
100198,Humanities,Sophomore,2.582,5.33,Copywriting/Drafting,Intermediate,3,FALSE,20.13,2,Allowed_With_Disclosure,5,4,70.52,Medium
100199,STEM,Freshman,3.803,11.67,Copywriting/Drafting,Advanced,5,FALSE,12.92,3,Strict_Ban,8,3.52,81.42,High
100200,Medical,Senior,,5.26,Ideation,,5,TRUE,11.26,4,Allowed_With_Citation,5,4,80.72,Low
100201,Medical,Junior,2.68,5.46,Ideation,Intermediate,2,FALSE,13.82,4,Allowed_With_Disclosure,1,2.552,62.87,Low
100202,Humanities,Junior,2.061,4.89,Copywriting/Drafting,Beginner,4,FALSE,14.91,3,Strict_Ban,5,3.451,86,Low
100203,Medical,Senior,3.39,7.21,Copywriting/Drafting,Intermediate,3,TRUE,1.19,4,Allowed_With_Citation,1,4,73.46,Low
100204,STEM,Senior,2.543,42.8,Debugging/Troubleshooting,Advanced,1,FALSE,9.39,4,Allowed_With_Citation,9,3.736,77.82,Medium
100205,Humanities,Sophomore,2.993,12.8,Debugging/Troubleshooting,Intermediate,3,FALSE,15.77,5,Strict_Ban,10,3.846,83.94,Medium
100206,STEM,Senior,3.535,1.81,Copywriting/Drafting,Intermediate,1,FALSE,10.97,4,Strict_Ban,8,2.818,64.89,Low
100207,Humanities,Senior,3.277,4.29,Ideation,Beginner,5,FALSE,16.22,4,Allowed_With_Citation,6,3.235,50.42,High
100208,Humanities,Senior,2.951,13.7,Copywriting/Drafting,Beginner,5,FALSE,9.55,5,Allowed_With_Citation,2,2.415,91.91,High
100209,Business,Junior,2.564,2.1,Ideation,Intermediate,4,TRUE,14.5,4,Strict_Ban,5,3.616,47.44,Medium
100210,STEM,Senior,3.157,14.77,Debugging/Troubleshooting,Beginner,3,FALSE,15.2,1,Allowed_With_Disclosure,5,2.746,100,Low
100211,Medical,Freshman,3.542,5.24,Ideation,Intermediate,5,TRUE,12.93,5,Allowed_With_Disclosure,5,2.835,87.5,Low
100212,Medical,Freshman,3.48,12.91,Debugging/Troubleshooting,Beginner,3,FALSE,14.1,4,Strict_Ban,5,3.297,97.02,Low
100213,STEM,Junior,3.915,4.33,Copywriting/Drafting,Advanced,2,FALSE,12.35,5,Allowed_With_Citation,1,3.366,37.73,Medium
100214,Medical,Sophomore,2.939,7.69,SUMMARIZING_READING,Intermediate,1,FALSE,14.81,2,Strict_Ban,10,2.898,76.89,Medium
100215,Medical,Sophomore,2.673,2.78,Ideation,Intermediate,1,FALSE,9.74,5,Allowed_With_Disclosure,8,3.047,54.24,High
100216,STEM,Junior,3.324,3.95,Summarizing_Reading,Intermediate,4,TRUE,4.09,1,Strict_Ban,10,2.56,100,Low
100217,Humanities,Freshman,3.285,4.87,Copywriting/Drafting,Beginner,3,TRUE,16.5,3,Allowed_With_Disclosure,7,3.251,63.18,Medium
100218,STEM,Junior,3.198,8.89,Copywriting/Drafting,Intermediate,4,FALSE,7.96,5,Strict_Ban,1,2.589,59.99,Medium
100219,Humanities,Senior,2.901,20.17,Debugging/Troubleshooting,Intermediate,1,FALSE,13.33,1,Strict_Ban,5,3.97,68.15,Medium
100220,Medical,Junior,2.139,8.55,Ideation,Advanced,1,FALSE,13.25,1,Allowed_With_Citation,2,3.339,82.11,High
100221,Medical,Sophomore,2.797,12.37,Ideation,Intermediate,3,FALSE,11.5,2,Allowed_With_Citation,3,2.802,98.29,Medium
100222,Medical,Freshman,3.423,32.73,Summarizing_Reading,Intermediate,3,TRUE,7.26,1,Allowed_With_Disclosure,3,3.587,56.91,High
100223,Business,Sophomore,3.314,16.22,Ideation,Intermediate,1,FALSE,13.75,1,Strict_Ban,9,3.432,69.6,Medium
100224,Humanities,Sophomore,3.586,8.25,Debugging/Troubleshooting,Intermediate,2,TRUE,10.83,4,Allowed_With_Citation,9,3.351,74.54,High
100225,Business,Freshman,3.338,14.18,Summarizing_Reading,Intermediate,2,TRUE,12.07,1,Allowed_With_Disclosure,5,2.961,83.9,High
100226,Business,Senior,,3.58,Ideation,Intermediate,2,FALSE,12.75,5,Allowed_With_Citation,4,2.994,64.87,Low
100227,STEM,Freshman,3.506,3.06,Ideation,Intermediate,4,FALSE,8.49,1,Allowed_With_Disclosure,4,2.976,84.08,Low
100228,Business,Freshman,3.208,17.94,Ideation,Advanced,5,TRUE,9.96,2,Strict_Ban,7,3.266,100,Medium
100229,STEM,Junior,,11.65,Summarizing_Reading,Intermediate,1,FALSE,7.66,3,Strict_Ban,5,2.394,83,Medium
100230,STEM,Freshman,2.036,9.47,Debugging/Troubleshooting,Advanced,4,TRUE,17.07,5,Allowed_With_Citation,4,3.159,75.62,Medium
100231,Business,Junior,2.937,8.45,Debugging/Troubleshooting,Beginner,5,FALSE,12.02,2,Strict_Ban,5,2.878,98.01,Low
100232,Humanities,Sophomore,2.955,8.82,Summarizing_Reading,Beginner,3,FALSE,14.26,3,Allowed_With_Citation,10,3.465,92.71,Low
100233,Humanities,Freshman,3.156,11.2,Debugging/Troubleshooting,Intermediate,5,FALSE,3.87,2,Strict_Ban,1,3.329,99.37,High
100234,Humanities,Senior,2.828,1.37,Ideation,Advanced,4,TRUE,10.16,3,Allowed_With_Citation,10,3.161,89.44,High
100235,Humanities,Junior,3.575,2.35,Copywriting/Drafting,Beginner,2,TRUE,12.82,4,Allowed_With_Disclosure,6,3.43,63.09,Medium
100236,Humanities,Junior,2.847,11.81,Copywriting/Drafting,Beginner,1,TRUE,19.39,2,Allowed_With_Citation,2,3.471,87.26,Low
100237,Business,Senior,3.641,13.39,Debugging/Troubleshooting,Beginner,3,FALSE,10.99,2,Strict_Ban,6,2.491,84.54,Low
100238,Business,Junior,2.816,9.89,Summarizing_Reading,Advanced,5,FALSE,9.87,2,Strict_Ban,2,2.955,96.33,High
100239,Medical,Junior,2.958,7.14,Summarizing_Reading,Advanced,4,FALSE,14.13,4,Allowed_With_Disclosure,5,3.11,80.81,Medium
100240,Humanities,Senior,2.928,5.04,Summarizing_Reading,Intermediate,2,FALSE,3.49,2,Strict_Ban,8,3.312,88.15,High
100241,Business,Sophomore,3.002,2.74,Ideation,,1,TRUE,10.53,5,Strict_Ban,9,2.632,69.94,Low
100242,Medical,Freshman,3.671,6.35,Copywriting/Drafting,Intermediate,4,FALSE,8.88,2,Allowed_With_Disclosure,8,2.654,93.6,High
100243,Humanities,Freshman,3.069,7.46,Debugging/Troubleshooting,Beginner,4,FALSE,8.03,2,Allowed_With_Citation,6,4,53.78,Low
100244,STEM,Freshman,3.079,5.16,Ideation,Intermediate,2,FALSE,7.62,3,Allowed_With_Disclosure,4,3.362,100,Medium
100245,Medical,Freshman,2.903,16.55,Summarizing_Reading,Beginner,4,FALSE,18.94,2,Allowed_With_Citation,7,2.852,66.25,Medium
100246,Business,Freshman,3.096,9.44,Debugging/Troubleshooting,Intermediate,2,FALSE,8.14,3,Allowed_With_Citation,1,3.37,60.13,Low
100247,STEM,Freshman,3.287,2.12,Copywriting/Drafting,Intermediate,1,FALSE,13.51,2,Allowed_With_Disclosure,1,3.071,79.44,Medium
100248,STEM,Junior,3.114,1.87,Debugging/Troubleshooting,Intermediate,3,FALSE,10.86,3,Strict_Ban,3,2.702,58.44,Low
100249,STEM,Freshman,3.14,10.24,Copywriting/Drafting,Beginner,3,TRUE,10.07,2,Allowed_With_Disclosure,4,4,64.36,High
100250,Medical,Junior,3.606,4.12,Copywriting/Drafting,Intermediate,5,FALSE,19.56,3,Allowed_With_Disclosure,4,3.667,31.03,Medium
100251,Business,Senior,3.309,30.23,Ideation,Advanced,2,TRUE,5.91,4,Allowed_With_Disclosure,8,3.012,79.92,Medium
100252,STEM,Sophomore,2.74,7.08,Copywriting/Drafting,Advanced,2,FALSE,10.41,4,Allowed_With_Disclosure,2,3.302,77.43,Medium
100253,Humanities,Junior,3.166,,SUMMARIZING_READING,Advanced,5,TRUE,16.78,5,Allowed_With_Disclosure,1,3.338,81.62,Low
100254,STEM,Sophomore,2.985,8.85,Copywriting/Drafting,Intermediate,4,FALSE,6.07,5,Allowed_With_Citation,10,3.277,62.57,Medium
100255,STEM,Senior,3.408,6.65,Summarizing_Reading,Intermediate,2,TRUE,11.09,5,Strict_Ban,6,3.643,79.35,Low
100256,Medical,Freshman,3.241,19.72,Debugging/Troubleshooting,Intermediate,3,TRUE,11.29,5,Allowed_With_Citation,1,3.582,54.57,Low
100257,Medical,Sophomore,3.652,9.32,Copywriting/Drafting,Beginner,2,TRUE,11.32,4,Strict_Ban,2,3.534,73.35,Low
100258,Business,Sophomore,2.904,4.64,Ideation,Advanced,3,FALSE,15.69,3,Allowed_With_Disclosure,10,3.079,78.41,Low
100259,Humanities,Senior,3.123,3.59,Copywriting/Drafting,Intermediate,2,FALSE,16.39,4,Allowed_With_Disclosure,8,4,74.26,Low
100260,Medical,Senior,2.774,4.34,Ideation,Beginner,3,TRUE,9.83,2,Allowed_With_Citation,2,2.862,100,Medium
100261,STEM,Senior,3.183,11.96,Ideation,Beginner,5,FALSE,13.48,5,Allowed_With_Disclosure,5,3.307,65.63,High
100262,Business,Junior,2.585,15.78,Ideation,Intermediate,4,FALSE,15.83,4,Allowed_With_Citation,8,3.227,52.59,Low
100263,STEM,Junior,3.329,13.11,Summarizing_Reading,Intermediate,2,FALSE,12.49,2,Strict_Ban,9,3.484,,Medium
100264,STEM,Sophomore,3.178,1.76,Copywriting/Drafting,Beginner,4,FALSE,7.67,5,Strict_Ban,4,3.215,,Low
100265,Medical,Senior,3.262,24.89,Debugging/Troubleshooting,Intermediate,1,FALSE,14.68,3,Allowed_With_Citation,7,3.274,75.26,Medium
100266,Business,Sophomore,3.515,2.34,Summarizing_Reading,Intermediate,5,TRUE,9.98,3,Strict_Ban,6,2.581,66.28,Medium
100267,HUMANITIES,Freshman,3.29,3.07,Debugging/Troubleshooting,Beginner,3,TRUE,13.08,1,Allowed_With_Disclosure,5,3.67,41.97,Low
100268,Humanities,Senior,2.689,13.27,Summarizing_Reading,Beginner,2,FALSE,10.55,1,Strict_Ban,8,3.472,96.51,Medium
100269,Medical,Junior,2.978,,Debugging/Troubleshooting,Advanced,2,FALSE,13.32,3,Allowed_With_Citation,7,3.223,77.4,Medium
100270,Medical,Senior,3.168,13.56,COPYWRITING/DRAFTING,Beginner,3,FALSE,11.24,2,Strict_Ban,6,3.377,87.27,Medium
100271,Business,Sophomore,3.069,12.93,Ideation,Intermediate,2,FALSE,14.98,2,Allowed_With_Disclosure,8,2.373,37.91,Low
100272,Humanities,Junior,3.118,3.95,Copywriting/Drafting,Beginner,1,FALSE,12.24,2,Allowed_With_Citation,8,2.994,70.52,Medium
100273,Humanities,Freshman,3.849,6.37,Summarizing_Reading,Intermediate,1,FALSE,5.33,2,Strict_Ban,8,3.052,58.71,Medium
100274,Humanities,Freshman,3.24,9.21,Debugging/Troubleshooting,Advanced,2,FALSE,14.04,2,Allowed_With_Disclosure,3,2.89,85.68,Low
100275,STEM,Sophomore,3.353,,Debugging/Troubleshooting,Intermediate,4,FALSE,10.31,3,Allowed_With_Disclosure,8,3.462,68.45,Medium
100276,Humanities,Senior,2.396,7.81,Summarizing_Reading,Advanced,5,FALSE,14.53,5,Allowed_With_Citation,1,2.613,77.37,Medium
100277,STEM,Freshman,3.498,33.04,Ideation,Beginner,5,FALSE,,4,Allowed_With_Citation,10,3.306,46.65,Low
100278,Business,Sophomore,4,14.48,Copywriting/Drafting,Advanced,1,FALSE,10.62,2,Strict_Ban,3,3.618,80.5,Medium
100279,STEM,Junior,3.738,8.03,Ideation,Intermediate,4,FALSE,10.49,3,Allowed_With_Disclosure,1,3.654,89.92,High
100280,Business,Junior,3.024,6.72,Ideation,Intermediate,4,FALSE,7.12,4,Allowed_With_Disclosure,2,3.936,64.37,Low
100281,Humanities,Sophomore,4,7.22,Copywriting/Drafting,Intermediate,3,TRUE,19.3,1,Allowed_With_Citation,9,3.441,75.33,Medium
100282,Humanities,Senior,3.211,10.51,Ideation,Intermediate,3,FALSE,9,4,Strict_Ban,6,2.94,61.83,Low
100283,Business,Senior,3.323,3.12,Debugging/Troubleshooting,Beginner,4,FALSE,10.29,5,Strict_Ban,9,4,57.85,Medium
100284,Medical,Senior,3.093,14.65,Summarizing_Reading,Beginner,3,FALSE,14.19,5,Allowed_With_Citation,7,2.608,75.82,Medium
100285,Business,Senior,3.083,12.41,Ideation,Intermediate,5,FALSE,10.83,3,Strict_Ban,2,3.053,61.96,Medium
100286,MEDICAL,Sophomore,2.301,5.31,Debugging/Troubleshooting,,4,FALSE,16.44,2,Allowed_With_Disclosure,2,2.226,68.72,Medium
100287,STEM,Sophomore,3.515,6.17,Summarizing_Reading,Advanced,3,FALSE,14.65,3,Allowed_With_Citation,1,2.516,92.34,Low
100288,STEM,Junior,3.081,22.18,Debugging/Troubleshooting,Advanced,4,FALSE,14.88,5,Allowed_With_Disclosure,10,2.16,55.74,Medium
100289,STEM,Junior,3.125,10,Debugging/Troubleshooting,Advanced,3,FALSE,16.58,4,Strict_Ban,5,3.114,88.88,Low
100290,Humanities,Senior,3.309,6.65,Ideation,Beginner,4,FALSE,10.11,1,Strict_Ban,2,2.478,80.14,Low
100291,STEM,Freshman,,12.19,Copywriting/Drafting,Beginner,1,FALSE,17.59,4,Strict_Ban,8,3.092,84.65,Low
100292,Medical,Freshman,,17.61,Ideation,Beginner,3,FALSE,1.01,5,Allowed_With_Disclosure,1,2.867,66.9,Low
100293,STEM,Junior,3.681,12.49,Summarizing_Reading,Beginner,2,FALSE,9.27,2,Allowed_With_Citation,9,2.724,73.52,Medium
100294,Business,Junior,3.362,3.37,Summarizing_Reading,Beginner,4,TRUE,9.49,1,Allowed_With_Citation,10,3.699,73.47,Low
100295,Business,Sophomore,3.139,17.25,Summarizing_Reading,Beginner,3,FALSE,19.25,2,Allowed_With_Citation,2,2.982,100,Medium
100296,Humanities,Junior,3.151,15.1,Summarizing_Reading,Intermediate,3,FALSE,13.29,4,Strict_Ban,9,2.545,56.3,Medium
100297,Business,Junior,3.28,11.41,Debugging/Troubleshooting,Beginner,5,FALSE,9.46,2,Strict_Ban,8,3.585,88.79,Low
100298,Medical,Senior,2.867,14.78,Summarizing_Reading,Intermediate,2,TRUE,8.01,5,Allowed_With_Disclosure,4,2.505,90.36,Medium
100299,STEM,Freshman,3.283,3.44,Summarizing_Reading,Intermediate,3,FALSE,6.02,5,Allowed_With_Disclosure,6,3.716,76.88,Low
100300,Humanities,Freshman,3.474,15.81,Copywriting/Drafting,Intermediate,5,FALSE,9.8,5,Allowed_With_Disclosure,8,3.278,53.08,Medium
100301,STEM,Sophomore,3.235,1.57,Ideation,Intermediate,5,FALSE,16.85,5,Allowed_With_Disclosure,3,2.905,79.19,Medium
100302,STEM,Freshman,3.03,,Ideation,Advanced,2,FALSE,12.14,3,Strict_Ban,1,2.941,,Medium
100303,Medical,Senior,3.085,5.2,Ideation,Intermediate,3,FALSE,13.3,1,Strict_Ban,9,3.251,92,High
100304,Business,Senior,3.461,11.78,Debugging/Troubleshooting,Beginner,1,FALSE,8.71,5,Allowed_With_Citation,1,3.216,70.93,Low
100305,Business,Sophomore,2.76,4.02,Debugging/Troubleshooting,Advanced,2,FALSE,10.85,3,Allowed_With_Citation,9,3.087,81.87,Medium
100306,STEM,Junior,2.873,13.25,Copywriting/Drafting,Intermediate,1,TRUE,,2,Allowed_With_Citation,2,3.526,74.31,Medium
100307,Humanities,Junior,2.557,8.92,Ideation,Intermediate,4,FALSE,16.07,3,Allowed_With_Citation,1,3.259,74.4,Low
100308,Business,Senior,3.214,23.53,Copywriting/Drafting,Intermediate,3,FALSE,7.78,3,Allowed_With_Disclosure,7,3.588,63.09,Medium
100309,Humanities,Sophomore,3.545,14.72,Summarizing_Reading,Advanced,4,FALSE,17.72,2,Allowed_With_Citation,2,3.804,39.95,Medium
100310,Business,Senior,3.733,2.98,Summarizing_Reading,Intermediate,4,FALSE,13.85,5,Allowed_With_Disclosure,7,2.627,55.48,High
100311,Humanities,Freshman,3.819,12.37,Debugging/Troubleshooting,Intermediate,4,TRUE,17.89,1,Strict_Ban,1,2.92,66.19,Medium
100312,Medical,Freshman,2.924,14.41,Copywriting/Drafting,Advanced,2,TRUE,19.14,2,Strict_Ban,5,3.197,71.58,High
100313,Humanities,Senior,3.3,13.3,Copywriting/Drafting,Beginner,4,FALSE,12.79,2,Allowed_With_Citation,4,3.728,81.04,Low
100314,Medical,Junior,3.039,4.18,Copywriting/Drafting,Intermediate,5,TRUE,12.32,5,Strict_Ban,9,3.705,80.33,Medium
100315,Medical,Freshman,3.859,10.95,Ideation,Beginner,3,FALSE,10.55,1,Strict_Ban,3,2.622,64.07,Low
100316,Humanities,Sophomore,,1.63,Copywriting/Drafting,Intermediate,4,FALSE,14.65,4,Strict_Ban,6,3.362,72.28,Low
100317,Medical,Junior,3.267,3.11,Debugging/Troubleshooting,Intermediate,2,FALSE,10.5,1,Allowed_With_Citation,2,2.718,80.95,Medium
100318,STEM,Freshman,2.952,23.93,Debugging/Troubleshooting,Advanced,1,TRUE,13.18,1,Allowed_With_Disclosure,4,2.975,71.99,Medium
100319,Medical,Senior,1.821,24.75,Ideation,Beginner,4,FALSE,15.46,1,Allowed_With_Citation,9,3.187,41.99,Medium
100320,Business,Junior,2.627,4.8,Copywriting/Drafting,Beginner,4,TRUE,6.4,3,Allowed_With_Disclosure,8,2.591,50.56,Low
100321,Humanities,Junior,2.459,20.62,Debugging/Troubleshooting,Beginner,3,TRUE,18.92,2,Allowed_With_Citation,7,3.333,48.82,Medium
100322,STEM,Freshman,2.622,10.02,Ideation,Beginner,4,TRUE,7.29,1,Strict_Ban,4,3.013,80.68,Medium
100323,Humanities,Sophomore,3.952,11.16,Summarizing_Reading,Advanced,3,TRUE,13.56,3,Strict_Ban,10,3.39,78.42,Low
100324,Business,Freshman,2.682,1.23,IDEATION,Beginner,5,FALSE,12.51,2,Allowed_With_Citation,4,3.262,187.1676535,Medium
100325,Business,Freshman,2.776,39.67,Summarizing_Reading,Beginner,5,TRUE,10.75,4,Strict_Ban,4,2.23,84.32,Low
100326,Business,Freshman,2.832,4.92,Debugging/Troubleshooting,Intermediate,4,FALSE,9.82,4,Strict_Ban,6,2.493,73.5,High
100327,Medical,Freshman,4,10.01,Ideation,Beginner,4,FALSE,11.73,4,Allowed_With_Disclosure,5,2.979,100,Low
100328,Medical,Freshman,3.175,3.94,Ideation,Beginner,1,TRUE,21.24,3,Allowed_With_Citation,3,3.583,56.58,Medium
100329,Humanities,Senior,3.598,5.13,Summarizing_Reading,Beginner,3,TRUE,8.44,2,Allowed_With_Disclosure,7,2.982,77.64,High
100330,Humanities, Freshman ,3.27,8.4,Copywriting/Drafting,Beginner,2,TRUE,18.42,2,Allowed_With_Disclosure,2,4,89.07,Low
100331,STEM,Sophomore,2.406,16.96,Debugging/Troubleshooting,Beginner,2,FALSE,9.43,4,Allowed_With_Disclosure,7,3.141,71.42,Medium
100332,STEM,Junior,3.813,8.13,Debugging/Troubleshooting,Beginner,3,TRUE,17.15,3,Allowed_With_Citation,5,3.383,59.61,Low
100333,Humanities,Senior,3.36,2.92,Copywriting/Drafting,Advanced,4,TRUE,9.68,5,Strict_Ban,8,2.589,75.33,High
100334,Medical,Sophomore,3.151,18.54,Debugging/Troubleshooting,Beginner,1,TRUE,10.67,1,Allowed_With_Disclosure,3,3.649,100,High
100335,Business,Freshman,3.904,19.82,Summarizing_Reading,Advanced,4,FALSE,9.73,1,Allowed_With_Disclosure,1,2.811,58.37,High
100336,Humanities,Sophomore,3.061,2.6,Copywriting/Drafting,Beginner,1,FALSE,10.12,2,Allowed_With_Disclosure,1,3.297,49.01,Medium
100337,STEM,Junior,3.142,12.29,Debugging/Troubleshooting,Intermediate,5,FALSE,7.78,2,Allowed_With_Citation,9,3.346,52.37,High
100338,Medical,Sophomore,3.062,4.56,Ideation,Beginner,2,TRUE,4.84,5,Strict_Ban,7,3.46,64.85,High
100339,Humanities,Freshman,3.631,4.98,Debugging/Troubleshooting,Intermediate,5,FALSE,,2,Allowed_With_Disclosure,2,2.954,91.97,High
100340,Humanities,Junior,3.526,8.94,Ideation,Intermediate,1,FALSE,13.93,5,Allowed_With_Disclosure,8,2.875,91.3,High
100341,Medical,Freshman,3.311,5.42,Summarizing_Reading,Intermediate,4,TRUE,9.53,2,Allowed_With_Disclosure,4,3.518,73.86,Medium
100342,Humanities,Freshman,2.779,2.93,Debugging/Troubleshooting,Beginner,2,FALSE,19,1,Allowed_With_Disclosure,10,3.299,62.48,Low
100343,Medical,Senior,3.052,10.18,Debugging/Troubleshooting,Advanced,4,FALSE,10.83,3,Allowed_With_Citation,2,3.498,95.35,Low
100344,Business,Junior,2.779,3.08,Debugging/Troubleshooting,Beginner,3,TRUE,16.48,3,Allowed_With_Citation,7,3.508,71.44,High
100345,Medical,Junior,3.664,18.15,Summarizing_Reading,Beginner,1,FALSE,12.44,3,Allowed_With_Disclosure,9,3.478,,Low
100346,Medical,Freshman,2.57,2.12,Debugging/Troubleshooting,Intermediate,2,FALSE,11.63,5,Allowed_With_Disclosure,1,3.566,75.82,Low
100347,Medical,Sophomore,3.838,6.31,Copywriting/Drafting,Beginner,3,FALSE,11.18,5,Allowed_With_Citation,4,3.181,78.32,Medium
100348,Humanities,Junior,3.715,,IDEATION,Beginner,3,FALSE,15.02,5,Allowed_With_Disclosure,7,3.847,54.18,Medium
100349,Humanities,Sophomore,2.833,2.16,Debugging/Troubleshooting,Intermediate,5,TRUE,,3,Strict_Ban,9,3.801,88.95,High
100350,Medical,Sophomore,3.033,7.2,Summarizing_Reading,Beginner,4,FALSE,19.16,2,Allowed_With_Disclosure,3,3.048,86.63,High
100351,Humanities,Junior,2.915,0.65,Copywriting/Drafting,Beginner,1,TRUE,7.68,4,Allowed_With_Citation,4,3.433,70.79,Medium
100352,STEM,Sophomore,3.372,5.93,Debugging/Troubleshooting,Intermediate,2,FALSE,6.12,5,Allowed_With_Disclosure,3,3.464,53.34,Low
100353,STEM,Junior,3.765,7.61,Summarizing_Reading,Beginner,5,FALSE,12.94,4,Allowed_With_Citation,7,3.332,74.99,High
100354,Humanities,Senior,3.674,14.18,SUMMARIZING_READING,Advanced,5,FALSE,11.81,4,Strict_Ban,2,4,62.71,High
100355,Humanities,Junior,3.027,21.12,Copywriting/Drafting,Beginner,1,FALSE,3.26,4,Strict_Ban,10,3.357,58.83,Low
100356,Medical,Junior,3.702,2.58,Summarizing_Reading,Intermediate,1,FALSE,11.7,4,Strict_Ban,7,2.915,83.29,High
100357,Business,Junior,3.669,3.27,Copywriting/Drafting,Intermediate,2,TRUE,5.49,5,Allowed_With_Disclosure,7,3.49,189.2181804,Medium
100358,Humanities,Senior,3.124,2.64,Copywriting/Drafting,Beginner,5,TRUE,16.11,5,Strict_Ban,6,3.297,54.29,Medium
100359,STEM,Sophomore,3.196,18.5,Copywriting/Drafting,Beginner,2,FALSE,16.75,2,Allowed_With_Disclosure,10,2.691,94.5,Low
100360,Medical,Senior,3.817,8.78,Copywriting/Drafting,Beginner,5,TRUE,13.7,5,Allowed_With_Citation,9,3.573,90.16,High
100361,Humanities,Sophomore,,2.69,Ideation,Beginner,4,FALSE,16.87,4,Allowed_With_Disclosure,3,3.669,91.15,Medium
100362,STEM,Junior,3.69,10.61,Summarizing_Reading,Advanced,4,FALSE,14.19,4,Allowed_With_Disclosure,9,3.157,71.32,Medium
100363,STEM,Junior,4,5.03,Summarizing_Reading,Intermediate,3,TRUE,16.94,3,Allowed_With_Citation,6,3.03,77.28,Low
100364,Business,Senior,3.419,5.43,Summarizing_Reading,Advanced,5,FALSE,4.4,2,Allowed_With_Disclosure,2,3.943,86.96,Medium
100365,Medical,Senior,3.33,24.23,Summarizing_Reading,Beginner,3,TRUE,16.72,4,Strict_Ban,10,2.718,87.14,Medium
100366,Medical,Senior,3.743,1.23,Copywriting/Drafting,Intermediate,5,FALSE,15.64,4,Allowed_With_Disclosure,3,3.563,83.65,Medium
100367,Business,Senior,3.995,2.54,Ideation,Intermediate,3,FALSE,13.72,1,Allowed_With_Citation,8,3.375,76.35,Medium
100368,Business,Junior,2.955,8.88,Debugging/Troubleshooting,,4,TRUE,13.68,3,Allowed_With_Citation,3,3.252,65.12,Medium
100369,Medical,Junior,3.119,21.06,Ideation,Intermediate,1,FALSE,9.22,5,Allowed_With_Citation,1,1.887,,Low
100370,Medical,Freshman,2.793,3.6,Copywriting/Drafting,Intermediate,1,FALSE,13.71,4,Allowed_With_Disclosure,4,3.766,46.9,Medium
100371,Humanities,Senior,3.337,25.94,Copywriting/Drafting,Beginner,1,FALSE,3.22,3,Allowed_With_Citation,3,3.697,61.36,Medium
100372,Humanities,Senior,3.556,7.08,Debugging/Troubleshooting,Beginner,4,FALSE,11.41,1,Allowed_With_Citation,2,2.564,62.87,Low
100373,Business,Sophomore,2.82,24.79,Debugging/Troubleshooting,Beginner,2,FALSE,7.98,1,Allowed_With_Citation,3,3.38,100,Medium
100374,Humanities,Sophomore,3.654,6.3,Copywriting/Drafting,Intermediate,1,TRUE,15.11,1,Strict_Ban,6,3.426,85.78,Medium
100375,STEM,Junior,3.019,14.81,Copywriting/Drafting,Intermediate,4,TRUE,10.27,4,Strict_Ban,8,2.537,61.91,Medium
100376,Humanities,Freshman,2.986,8.22,Ideation,Advanced,1,FALSE,11.54,2,Allowed_With_Disclosure,9,3.453,82.87,Low
100377,Humanities,Senior,,6.69,Ideation,Advanced,3,TRUE,9.74,2,Allowed_With_Citation,9,3.343,47.79,Medium
100378,STEM,Freshman,2.95,8.8,Debugging/Troubleshooting,Beginner,2,FALSE,12.7,1,Strict_Ban,3,2.664,77.68,Low
100379,Business,Freshman,2.639,15.49,Debugging/Troubleshooting,Intermediate,1,FALSE,4.62,1,Allowed_With_Disclosure,6,3.261,70.63,Medium
100380,STEM,Junior,3.497,,Debugging/Troubleshooting,Intermediate,3,TRUE,9.51,5,Strict_Ban,1,2.125,78.64,High
100381,Humanities,Freshman,3.147,5.07,Ideation,Intermediate,2,TRUE,12.83,1,Allowed_With_Disclosure,3,2.667,83.21,High
